name,population,latitude,longitude
George C Grape Community Hospital,25,40.62049313,-95.65062315
Mclaren Oakland,285,42.63832271,-83.2914924
Grundy County Memorial Hospital,80,42.35939319,-92.76196328
Guttenberg Municipal Hospital,25,42.78612754,-91.09946116
Hancock County Health System,25,43.09821403,-93.80819526
Advocate Good Samaritan Hospital,326,41.81846623,-88.00811566
Advocate Sherman Hospital,255,42.07058742,-88.3307023
Presence Saint Joseph Hospital,184,42.03526953,-88.32694713
Presence St Francis Hospital,244,42.02438934,-87.68456805
Presence St Joseph Medical Center,480,41.52784899,-88.13578744
Presence St Marys Hospital,143,41.12071648,-87.87197245
John & Mary Kirby Hospital,-999,40.03407409,-88.56870341
Keefe Memorial Hospital,11,38.82572778,-102.3550113
Alameda Hospital-South Shore Convalescent Hospital,26,37.76184594,-122.2540476
Middle Park Medical Center,19,40.05697157,-106.3904139
Spanish Peaks Regional Health Center,20,37.60051672,-104.831178
Gunnison Valley Hospital,24,38.55139536,-106.9247458
Delta County Memorial Hospital,49,38.74496462,-108.0470186
Melissa Memorial Hospital,15,40.57927084,-102.2899025
San Luis Valley Health Conejos County Hospital,17,37.26279404,-105.9655335
Pioneers Medical Center,46,40.0417109,-107.9111314
North Suburban Medical Center,115,39.86338588,-104.9853065
Optim Medical Center Tattnall,25,32.08052775,-82.10912263
East Georgia Regional Medical Center,150,32.41479139,-81.76996101
Trinity Hospital Of Augusta,231,33.46572907,-82.0183653
"Park Center, Inc",16,41.09362544,-85.10848202
Fairview Park Hospital,190,32.5321546,-82.95040931
Memorial Hospital And Manor,80,30.90277398,-84.55244719
Carolinas Medical Center-Lincoln,101,35.48991814,-81.20359858
Wills Memorial Hospital,25,33.72860629,-82.74239942
Adventist Health Medical Center Tehachapi Valley,28,35.13034378,-118.4487369
St Joseph Hospital & Health Center Inc,138,40.48608021,-86.15669477
King'S Daughters' Health,72,38.79250724,-85.36429796
Crisp Regional Hospital,73,31.97752285,-83.78134503
Community Hospital,-999,39.08599572,-108.5539196
Rangely District Hospital,-999,40.07878915,-108.806861
Good Samaritan Medical Center Llc,190,39.97053517,-105.086559
San Antonio Regional Hospital,271,34.10180934,-117.637566
East Morgan County Hospital District,19,40.25589605,-103.6494782
Mckee Medical Center,105,40.41299168,-105.0514784
Medical Center Of The Rockies,146,40.41572467,-104.9973755
Poudre Valley Hospital,232,40.57178453,-105.0569176
Colorado Canyons Hospital And Medical Center,136,39.16368404,-108.7366651
Mt San Rafael Hospital,25,37.1732064,-104.4876116
Saint Joseph Hospital,369,39.74537034,-104.96969
Rio Grande Hospital,17,37.67431142,-106.3639268
Parkview Medical Center Inc,370,38.28163718,-104.6127363
Platte Valley Medical Center,70,39.96472488,-104.7691968
Piedmont Hospital,481,33.80881537,-84.39441534
Northside Hospital,571,33.90891163,-84.35392464
Aspirus Langlade Hospital,25,45.141652,-89.139545
Aurora Memorial Hsptl Burlington,123,42.67282391,-88.28118661
St Anthony North Health Campus,92,39.95659556,-104.9911407
Trinity Muscatine,48,41.43340782,-91.05445751
Children'S National Medical Center,313,38.92726607,-77.01439372
Medstar National Rehabilitation Hospital,137,38.93054252,-77.01334348
Howard University Hospital,264,38.91754841,-77.02009375
Providence Hospital,408,38.94328726,-76.99122933
Brandon Regional Hospital,422,27.93299888,-82.2878102
Satanta District Hospital,13,37.43709292,-100.9865629
Scott County Hospital,25,38.48488526,-100.9038894
Lifestream Behavioral Center,46,28.83690409,-81.89548304
Lifestream Behavioral Center,-999,28.81095363,-81.87791902
Nch Healthcare System North Naples Hospital Campus,322,26.2743089,-81.78874501
Physicians Regional - Pine Ridge,101,26.21395287,-81.73268379
Orlando Regional Medical Center,794,28.52572322,-81.37720355
Tradition Medical Center,177,27.26124677,-80.42606953
Edward White Hospital,110,27.78174203,-82.66467764
St Joseph'S Hospital,780,27.98214009,-82.49185148
Kindred Hospital Boston,59,42.3466,-71.1419
Va Boston Healthcare System - Jamaica Plain,361,42.327,-71.1103
Baum-Harmon Memorial Hospital,25,43.08882905,-95.62368093
Chi Health - Mercy Corning,22,40.98901582,-94.74846298
Stewart Memorial Community Hospital,25,42.26561789,-94.74918405
Manning General Hospital,87,41.90756887,-95.06479905
Adair County Memorial Hospital,25,41.30379798,-94.45203545
Sioux Center Community Hospital & Health Center,90,43.07209078,-96.17607879
Mary Greeley Medical Center,220,42.03259133,-93.61150603
Waverly Municipal Hospital,25,42.72268879,-92.48257644
Regional Medical Center,25,42.48498867,-91.46662452
Jackson County Public Hospital,25,42.07238887,-90.67332283
Cherokee Regional Medical Center,25,42.75944243,-95.54784298
Dallas County Hospital,25,41.83363155,-94.0938922
Mahaska Health Partnership,33,41.29928929,-92.62956359
Boundary Community Hospital,20,48.70230108,-116.3210815
Coffeyville Regional Medical Center,88,37.04099368,-95.63942734
Citizens Medical Center,88,39.37871942,-101.0443892
Anthony Medical Center,25,37.15499259,-98.01734909
Ashland Health Center,45,37.18918011,-99.77242157
Mitchell County Hospital Health Systems,75,39.46720382,-98.1143798
Sumner County Hospital,15,37.02613414,-97.61026422
Clay County Medical Center,25,39.3917008,-97.12357066
Lane County Hospital,17,38.48046807,-100.4691538
Newman Regional Health,59,38.41172287,-96.19619855
Hiawatha Community Hospital,25,39.852337,-95.53078626
Hutchinson Regional Medical Center Inc,213,38.07991815,-97.89161554
Clara Barton Hospital,23,38.52243533,-98.77846324
Holton Community Hospital,12,39.48007957,-95.75153755
Providence Medical Center,400,39.12665644,-94.78670274
University Of Kansas Hospital,756,39.05616701,-94.61129892
Larned State Hospital,613,38.17149001,-99.15095108
Pawnee  Valley Community Hospital,25,38.18375893,-99.10767022
Jewell County Hospital,25,39.78621968,-98.19983034
Lindsborg Community Hospital,25,38.57295398,-97.68353216
Hospital District 1 Of Rice County,25,38.34142551,-98.21677665
Stanton County Hospital,34,37.57407557,-101.7498966
Saline Memorial Hospital,167,34.5733526,-92.58599017
Helena Regional Medical Center,155,34.51028534,-90.62710336
Johnson Regional Medical Center,80,35.46157579,-93.44408063
South Mississippi County Regional Medical Center,25,35.69970508,-89.97557004
Wadley Regional Medical Center At Hope,79,33.64817908,-93.58441613
Banner-University Medical Center South Campus,245,32.1758547,-110.9306987
Centura Health-Penrose St Francis Health Services,327,38.86520555,-104.8223383
The Ridge Behavioral Health System,110,38.00479365,-84.44240552
Uk Healthcare Good Samaritan Hospital,221,38.04231141,-84.50103896
Good Samaritan Medical Center,224,42.0979,-71.0619
Signature Healthcare Brockton Hospital,197,42.0879,-70.9915
University Of Md Medical Center Midtown Campus,-999,39.29970347,-76.62056915
Suburban Hospital,222,38.99740248,-77.1103184
Prince Georges Hospital Center,233,38.93102538,-76.92066798
Peninsula Regional Medical Center,281,38.362125,-75.59870211
Bridgton Hospital,25,44.04613866,-70.71374836
Down East Community Hospital,25,44.71396912,-67.47585524
Eastern Maine Medical Center,411,44.80866031,-68.7507772
Henrietta D Goodall Hospital,49,43.4484505,-70.76710608
Mainegeneral Medical Center,287,44.362584,-69.78044589
Sebasticook Valley Hospital,25,44.79000649,-69.37076946
Stephens Memorial Hospital,50,44.21016533,-70.53240982
Mclaren Bay Regional,20,43.59983675,-83.9243996
John D. Dingell Va Medical Center,-999,42.35572215,-83.05919812
Va Ann Arbor Healthcare System,-999,42.28669332,-83.71464059
Midmichigan Medical Center-Midland,308,43.63523609,-84.26039599
Mclaren Macomb,288,42.58733593,-82.89690283
Henry Ford Macomb Hospital-Warren Campus,203,42.47954313,-82.9882836
Henry Ford Macomb Hospital,433,42.6148753,-82.96067777
Edward W Sparrow Hospital,638,42.73409871,-84.53534188
Mclaren Flint,350,43.0137579,-83.73280319
Genesys Regional Medical Center - Health Park,410,42.8924548,-83.64226092
Hurley Medical Center,383,43.0211754,-83.70495639
Holland Community Hospital,173,42.77490044,-86.11403928
Spectrum Health Zeeland Community Hospital,57,42.82129651,-85.9877138
Pontiac General Hospital,336,42.63458412,-83.30952299
St Joseph Mercy Oakland,410,42.61500854,-83.27675876
Beaumont Hospital Royal Oak,1070,42.51501119,-83.19256744
Beaumont Hospital Farmington Hills,305,42.44634003,-83.32365014
Henry Ford West Bloomfield Hospital,191,42.53867318,-83.40703925
Huron Valley-Sinai Hospital,153,42.59261483,-83.49909108
Providence - Providence Park Hospital,359,42.45777771,-83.20513134
Borgess Medical Center,387,42.30688724,-85.56135493
Bronson Methodist Hospital,434,42.28525759,-85.58029136
Henry Ford Allegiance Health,325,42.25073477,-84.39269313
Oaklawn Hospital,77,42.27373252,-84.95677278
Bronson South Haven Hospital,49,42.39131526,-86.26286697
Allegan General Hospital,25,42.5199662,-85.85637031
Mclaren Port Huron,186,42.98687104,-82.42962963
St Mary'S Of Michigan Medical Center,268,43.42402827,-83.93866061
Beaumont Hospital Wayne,185,42.27303279,-83.36440514
Henry Ford Wyandotte Hospital,345,42.21016131,-83.14712731
Magnolia Regional Health Center,200,34.9353131,-88.55982341
Beaumont Hospital Taylor,151,42.23519032,-83.27643349
Karmanos Cancer Center,123,42.35072029,-83.05662742
Mclaren Lapeer Region,183,43.06298745,-83.32037074
Saint Mary'S Health Care,255,42.95873585,-85.66313794
Spectrum Health - Butterworth Campus,852,42.96966919,-85.66574667
Up Health System Portage,36,47.139819,-88.58704293
St Francis Hospital,25,45.74256639,-87.09600401
Up Health System - Marquette,264,46.55426642,-87.40082366
Munson Medical Center,377,44.76097816,-85.64163592
Munson Healthcare Grayling,71,44.66809705,-84.70701473
Essentia Health Duluth,165,46.79311653,-92.09327487
Sanford Westbrook Medical Ctr,8,44.0456081,-95.43934259
St. Mary'S Health Center,134,38.57924483,-92.18274821
Excelsior Springs Hospital,105,39.36294827,-94.23792638
Select Specialty Hospital - Western Missouri,34,39.01038701,-94.55713285
Ssm Health St. Francis Hospital,81,40.32628433,-94.87638893
Ssm Health St. Mary'S Hospital St Louis,492,38.63309604,-90.31089581
Mineral Area Regional Medical Center,98,37.80025437,-90.43988609
St. Alexius Hospital - Jefferson Campus,-999,38.5906005,-90.22781419
St. Alexius Hospital - Broadway Campus,190,38.58352594,-90.2286145
St. Alexius Hospital - Forest Park Campus,527,38.63023244,-90.2888104
Ssm Health St. Louis University Hospital - South Campus,12,38.61560143,-90.24035661
Hannibal Regional Hospital,99,39.71061214,-91.45053843
Madison Medical Center,144,37.55887414,-90.30293138
Mercy Hospital Lebanon,58,37.68127753,-92.63394624
Ssm Health St. Mary'S Hospital Audrain,88,39.17229271,-91.87761104
Moberly Regional Medical Center,100,39.42527118,-92.41365616
Hedrick Medical Center,25,39.80083694,-93.54575403
General John J. Pershing Memorial Hospital,54,39.77460335,-93.0676931
Southeasthealth Center Of Stoddard County,48,36.80747959,-89.96832374
Missouri Delta Medical Center,144,36.88984248,-89.58346269
Women'S And Children'S Hospital,-999,38.95747363,-92.28821141
Poplar Bluff Regional Medical Center - South,-999,36.75797279,-90.39731996
Fulton Medical Center,37,38.84344424,-91.96589736
Pemiscot County Health Center,167,36.23730747,-89.74070983
Mercy Hospital Aurora,53,36.96981498,-93.71010648
John J. Pershing Va Medical Center,58,36.77236803,-90.41655627
Va Medical Center - John Cochran Division,356,38.64238456,-90.23124854
Truman Medical Center - Hospital Hill 2 Center,199,39.0842537,-94.57288161
Baptist Memorial Hospital - Desoto,339,34.96986475,-89.99816568
Forrest General Hospital,512,31.31857979,-89.32959247
Baptist Memorial Hospital - Calhoun,25,33.8708532,-89.31837329
Bolivar Medical Center,165,33.74891062,-90.70841447
Field Memorial Community Hospital,25,31.09032033,-91.06758723
Merit Health Northwest Mississippi,181,34.19596032,-90.55221628
H. C. Watkins Memorial Hospital,25,32.03053361,-88.72595896
Hardy Wilson Memorial Hospital,25,31.86934684,-90.40038755
Alliance Healthcare System,40,34.78709887,-89.41665948
Kilmichael Hospital,19,33.44138187,-89.57281789
Tyler Holmes Memorial Hospital,25,33.4909256,-89.73855166
North Ms Medical Center,650,34.24195934,-88.71644811
King'S Daughters Medical Center,99,31.58916309,-90.45781796
Delta Regional Medical Center,227,33.41066929,-91.03480768
Baptist Memorial Hospital-Booneville,114,34.65778485,-88.56613194
Perry County General Hospital,22,31.34633998,-88.93772537
Magee General Hospital,64,31.87118017,-89.72902186
Sharkey-Issaquena Community Hospital,29,32.90473853,-90.88455527
Largo Medical Center,256,27.91414749,-82.80364866
Holmes County Hospital & Clinics,25,33.11168955,-90.03073131
Jefferson County Hospital,30,31.70499058,-91.0680515
South Central Regional Medical Center,285,31.68495223,-89.1407941
Merit Health Central,319,32.28776853,-90.25451918
Baptist Medical Center Leake,25,32.74115039,-89.51884947
Anderson Regional Medical Center South,69,32.36843764,-88.69903542
Anderson Regional Medical Center,260,32.37115474,-88.70007004
Rush Foundation Hospital,215,32.37003789,-88.69753011
Lawrence County Hospital,25,31.55407036,-90.0998427
Merit Health Wesley,211,31.32607396,-89.36646237
South Sunflower County Hospital,49,33.45751995,-90.65019353
Memorial Hospital At Gulfport,445,30.36767541,-89.11556961
Methodist Health Care - Olive Branch Hospital,67,34.92264456,-89.79202702
Community Hospital Of Anaconda,87,46.13269218,-112.9569287
Big Horn County Memorial Hospital,61,45.72891672,-107.6165327
Wheatland Memorial Healthcare,25,46.4373286,-109.8410793
Phillips County Hospital,6,48.35786599,-107.8594363
Sheridan Memorial Hospital,97,48.77918429,-104.563277
Pondera Medical Center,79,48.17448744,-111.9589252
Mineral Community Hospital,25,47.18526722,-114.8766482
Madison Valley Medical Center,10,45.35174722,-111.732019
Rosebud Health Care Center Hospital,55,46.27168931,-106.6703662
Prairie Community Hospital,22,46.79113406,-105.3155959
Clark Fork Valley Hospital,44,47.46847267,-114.8881884
Community Hospital,69,32.53390983,-85.91224661
Beartooth Billings Clinic,10,45.2122707,-109.243881
Marias Medical Center,25,48.50952146,-111.8496151
Stillwater Hospital Association Inc,23,45.64312768,-109.2591458
Deer Lodge Medical Center,16,46.41327806,-112.726831
St Vincent Health Care,286,45.79347525,-108.519431
Kalispell Regional Medical Center,178,48.21392773,-114.3240192
Bozeman Deaconess Hospital,86,45.67010674,-111.0197147
Crow Hospital,-999,45.58207982,-107.4488502
Caromont Regional Medical Center,435,35.2726615,-81.13926383
Carolinas Healthcare System Cleveland,241,35.30290424,-81.53639421
New Hanover Regional Medical Center Orthopedic Hospital,-999,34.21265039,-77.86266882
Duke University Hospital,943,36.0070498,-78.93775811
North Carolina Baptist Hospital,872,36.08964961,-80.26817483
Unc Lenoir Health Care,261,35.29034063,-77.58328281
Moses Cone Memorial Hospital,906,36.09088474,-79.78645738
Rex Hospital,514,35.81748864,-78.70317191
Wakemed,870,35.78451135,-78.58790197
Wakemed North,61,35.90908232,-78.59783739
Carolinas Healthcare System Union,227,34.97570679,-80.52284241
Vidant Medical Center,909,35.60786168,-77.40403107
Morehead Memorial Hospital,242,36.49471631,-79.73944428
Annie Penn Hospital,110,36.35324487,-79.66752159
Randolph Hospital,145,35.71144461,-79.81422804
Firsthealth Richmond Memorial Hospital,99,34.9285935,-79.74991018
Firsthealth Moore Regional Hospital Hamlet,64,34.90181201,-79.70852145
Carolinas Healthcare System Northeast,457,35.43610642,-80.60250804
Memorial Mission Hospital And Asheville Surgery Center,763,35.57657257,-82.54914322
University Of North Carolina Hospitals,896,35.9045427,-79.04968923
Cape Fear Valley Hoke Hospital,41,35.02973391,-79.10759204
Northwood Deaconess Health Center,12,47.73510551,-97.57469526
St Alexius Medical Center,287,46.80738232,-100.7778005
Fargo Va Medical Center,-999,46.90601018,-96.77521876
"Beatrice Community Hospital & Health Center, Inc",25,40.27733848,-96.74022547
Genoa Community Hospital,19,41.44392146,-97.73258369
Mary Lanning Memorial Hospital,161,40.5909138,-98.38806583
Chi Health St. Francis,159,40.92605948,-98.37164271
Chi Health Good Samaritan,172,40.70766371,-99.08158246
Chi Health St. Elizabeth,260,40.80837947,-96.62717865
Bryan Medical Center,266,40.78948023,-96.69815566
Jennie M Melham Memorial Medical Center,23,41.40944851,-99.63187635
Gordon Memorial Hospital District,25,42.81217752,-102.1998518
Thayer County Health Services,19,40.16063927,-97.59373043
Valley County Health System,16,41.60211148,-98.94280528
Nemaha County Hospital,16,40.39122889,-95.85332562
Morrill County Community Hospital,20,41.66176428,-103.0922854
Pawnee County Memorial Hospital,11,40.10851943,-96.15004086
Phelps Memorial Health Center,25,40.44788905,-99.3830701
Howard County Medical Center,25,41.21705449,-98.46323549
Regional West Garden County Hospital,10,41.41268483,-102.3483348
